,created_on,property_type,lat,lon,barrio,surface_total_in_m2,surface_covered_in_m2,zona,pileta,cochera,aire acondicionado,seguridad,patio,amenities,distanciaCentro,distanciaAIndoamericano,distanciaAFuerteApache,distanciaACarlosGardel,subtes_cercanos,trenes_cercanos
35,2017-08-01,apartment,-34.5929869403,-58.4415420211,Villa Crespo,39.0,39.0,Capital Federal,0,0,0,0,0,0,6737.60963501546,8404.89223017071,9582.799574728857,12956.25580199576,1,1
36,2017-08-01,apartment,-34.5929869403,-58.4415420211,Villa Crespo,39.0,39.0,Capital Federal,0,0,0,0,0,0,6737.60963501546,8404.89223017071,9582.799574728857,12956.25580199576,1,1
37,2017-08-01,apartment,-34.598019670846476,-58.43994408280631,Villa Crespo,39.0,39.0,Capital Federal,0,0,0,0,0,0,6476.178637583507,7918.552486953932,9546.467122415062,12958.681376439488,1,0
38,2017-08-01,apartment,-34.598019670846476,-58.43994408280631,Villa Crespo,39.0,39.0,Capital Federal,0,0,0,0,0,0,6476.178637583507,7918.552486953932,9546.467122415062,12958.681376439488,1,0
39,2017-08-01,apartment,-34.598019670846476,-58.43994408280631,Villa Crespo,39.0,39.0,Capital Federal,0,0,0,0,0,0,6476.178637583507,7918.552486953932,9546.467122415062,12958.681376439488,1,0
40,2017-08-01,apartment,-34.598019670846476,-58.43994408280631,Villa Crespo,39.0,39.0,Capital Federal,0,0,0,0,0,0,6476.178637583507,7918.552486953932,9546.467122415062,12958.681376439488,1,0
41,2017-08-01,apartment,-34.61915804598588,-58.44271093063172,Caballito,110.0,108.0,Capital Federal,0,0,0,1,0,0,6745.746550798626,5640.929210160339,8906.651840680654,12380.829667577647,1,0
42,2017-08-01,apartment,-34.56409277210069,-58.45227881302654,Belgrano,37.0,30.0,Capital Federal,0,0,0,0,0,1,8962.315186979402,11346.060135079371,10317.812496795594,13309.60098115628,1,1
43,2017-08-01,apartment,-34.61302865598242,-58.36378343846066,Puerto Madero,64.0,64.0,Capital Federal,0,0,0,0,0,0,812.1722682371048,11207.022334569774,16159.251962254797,19634.23228239589,0,0
44,2017-08-01,apartment,-34.61302865598242,-58.36378343846066,Puerto Madero,64.0,64.0,Capital Federal,0,0,0,0,0,0,812.1722682371048,11207.022334569774,16159.251962254797,19634.23228239589,0,0
45,2017-08-01,apartment,-34.61915804598588,-58.44271093063172,Caballito,42.0,40.0,Capital Federal,1,0,0,0,0,0,6745.746550798626,5640.929210160339,8906.651840680654,12380.829667577647,1,0
46,2017-08-01,apartment,-34.56409277210069,-58.45227881302654,Belgrano,38.0,38.0,Capital Federal,0,0,0,0,0,0,8962.315186979402,11346.060135079371,10317.812496795594,13309.60098115628,1,1
47,2017-08-01,PH,-34.640446783899996,-58.419682396199995,Boedo,78.0,70.0,Capital Federal,0,0,0,0,0,0,5782.682246504995,5250.119399329607,11188.414650301014,14583.11524158227,1,0
48,2017-08-01,PH,-34.640446783899996,-58.419682396199995,Parque Patricios,78.0,70.0,Capital Federal,0,0,0,0,0,0,5782.682246504995,5250.119399329607,11188.414650301014,14583.11524158227,1,0
49,2017-08-01,apartment,-34.583720456751514,-58.425026210338665,Palermo,88.0,88.0,Capital Federal,0,0,0,0,0,0,5697.876798612759,9900.742379316125,11365.583194735247,14702.859067896956,1,1
50,2017-08-01,apartment,-34.61915804598588,-58.44271093063172,Caballito,182.0,126.0,Capital Federal,0,0,0,0,1,0,6745.746550798626,5640.929210160339,8906.651840680654,12380.829667577647,1,0
51,2017-08-01,apartment,-34.583720456751514,-58.425026210338665,Palermo,88.0,88.0,Capital Federal,0,0,0,0,0,0,5697.876798612759,9900.742379316125,11365.583194735247,14702.859067896956,1,1
52,2017-08-01,apartment,-34.593479584200004,-58.40505718560001,Recoleta,84.0,73.0,Capital Federal,0,0,0,0,1,0,3573.826356320786,9870.059236777131,12760.041163376725,16186.370582165133,1,0
53,2017-08-01,house,-34.75934216150211,-58.40750688438385,Lomas de Zamora,450.0,450.0,Bs.As. G.B.A. Zona Sur,0,1,0,1,0,0,17171.29518075022,11866.6495187265,19464.82196567111,21633.162033758374,0,0
54,2017-08-01,apartment,-34.6150652968,-58.4747415567,Flores,42.0,38.0,Capital Federal,0,0,0,1,0,0,9596.305111873151,5606.509756190118,6022.3842678097035,9491.96933352016,0,0
55,2017-08-01,PH,-34.6235752313,-58.466641878100006,Flores,286.0,206.0,Capital Federal,0,0,0,0,0,0,8989.860882769875,4634.074533592076,6709.766838192298,10176.409190466282,0,0
56,2017-08-01,apartment,-34.92016667443958,-57.957385666267484,La Plata,49.0,45.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,51278.19519337064,54636.36360612215,62699.986230799004,65550.26523760895,0,0
57,2017-08-01,apartment,-34.56409277210069,-58.45227881302654,Belgrano,35.0,33.0,Capital Federal,0,0,0,0,0,0,8962.315186979402,11346.060135079371,10317.812496795594,13309.60098115628,1,1
58,2017-08-01,house,-34.77385767352291,-58.39296755185766,Temperley,115.0,115.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,18561.383926388186,13922.861701639104,21555.771128105604,23711.479018361788,0,1
59,2017-08-01,apartment,-34.620403309299995,-58.4410224908,Caballito,77.0,77.0,Capital Federal,0,0,0,0,0,0,6621.131534145658,5583.377963823255,9056.624052181094,12529.458564823777,1,0
60,2017-08-01,house,-34.5415973493,-58.465515504799995,Nuñez,283.40277777777777,279.0,Capital Federal,0,0,0,0,0,0,11435.22997891677,13753.444887553173,11278.054960804815,13806.427159832147,0,1
61,2017-08-01,apartment,-34.65407517118916,-58.501809482072574,Mataderos,35.0,32.0,Capital Federal,0,0,0,0,0,0,13083.279231445325,3287.569146322096,4960.426879435567,7698.995457705149,0,0
62,2017-08-01,house,-34.655366129648435,-58.61462639965246,Morón,77.0,98.0,Bs.As. G.B.A. Zona Oeste,0,1,0,0,1,0,22977.73004857833,13413.645409161962,7760.481784424609,4819.595792173855,0,0
63,2017-08-01,house,-34.636523621900004,-58.4294294221,Capital Federal,246.0,211.0,Capital Federal,0,0,0,0,0,0,6273.220834408647,4793.776621110246,10236.068407996918,13648.36108327783,0,0
64,2017-08-01,apartment,-34.613408336,-58.3845426597,Monserrat,37.0,34.0,Capital Federal,0,1,0,0,0,1,1435.395245463242,9606.626334043889,14260.11363177997,17735.073629115686,1,0
65,2017-08-01,apartment,-34.606998039916895,-58.56463803054994,Caseros,69.77425742574258,55.74403470715835,Bs.As. G.B.A. Zona Oeste,0,0,0,0,0,0,17796.649276585766,10923.312349978636,2836.7241588100055,2280.3291342454004,0,1
66,2017-08-01,apartment,-34.63185258,-58.3609733475,Boca,35.0,56.39426523297491,Capital Federal,0,0,0,0,0,0,2780.9802986806617,10519.000242660195,16415.088304939352,19865.76028006445,0,0
67,2017-08-01,house,-34.92016667443958,-57.957385666267484,La Plata,280.5650557620818,134.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,51278.19519337064,54636.36360612215,62699.986230799004,65550.26523760895,0,0
68,2017-08-01,apartment,-34.63185258,-58.3609733475,Boca,35.0,56.39426523297491,Capital Federal,0,0,0,0,0,0,2780.9802986806617,10519.000242660195,16415.088304939352,19865.76028006445,0,0
69,2017-08-01,apartment,-34.61915804598588,-58.44271093063172,Caballito,83.0,74.0,Capital Federal,0,0,0,0,0,0,6745.746550798626,5640.929210160339,8906.651840680654,12380.829667577647,1,0
70,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
71,2017-08-01,apartment,-34.5670161069,-58.4625247288,Belgrano,70.0,30.0,Capital Federal,0,1,0,0,0,0,9603.17076331842,10936.724293725412,9389.483870722122,12336.63317145253,0,1
72,2017-08-01,house,-34.92016667443958,-57.957385666267484,La Plata,280.5650557620818,83.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,51278.19519337064,54636.36360612215,62699.986230799004,65550.26523760895,0,0
73,2017-08-01,PH,-34.92016667443958,-57.957385666267484,La Plata,122.66216216216216,83.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,51278.19519337064,54636.36360612215,62699.986230799004,65550.26523760895,0,0
74,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
75,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
76,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
77,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
78,2017-08-01,apartment,-34.5701787108,-58.432229072,Palermo,90.0,85.0,Capital Federal,0,0,0,0,0,1,7067.291166971726,11081.08919917172,11444.427481831246,14631.807562000338,1,1
79,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
80,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,94.0,68.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
81,2017-08-01,apartment,-34.5701787108,-58.432229072,Palermo,90.0,85.0,Capital Federal,0,0,0,0,0,1,7067.291166971726,11081.08919917172,11444.427481831246,14631.807562000338,1,1
82,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,117.0,91.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
83,2017-08-01,apartment,-34.92016667443958,-57.957385666267484,La Plata,42.0,42.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,51278.19519337064,54636.36360612215,62699.986230799004,65550.26523760895,0,0
84,2017-08-01,apartment,-34.5681502315,-58.4556199612,Belgrano,35.0,35.0,Capital Federal,0,0,0,0,0,0,8988.804723569736,10861.209742141551,9797.287088412684,12819.739279535002,1,1
85,2017-08-01,apartment,-34.62658656941887,-58.41784905488604,Boedo,49.0,46.0,Capital Federal,0,0,0,0,0,0,4818.496671662734,6321.830542116949,11184.859576202976,14644.49952073442,1,0
86,2017-08-01,apartment,-34.5956684902,-58.415143398999994,Palermo,100.0,88.0,Capital Federal,0,0,0,0,1,1,4333.277215235565,9149.586194095562,11804.813059690157,15232.069562882765,0,0
87,2017-08-01,apartment,-34.593015016500004,-58.4282962921,Palermo,45.0,40.0,Capital Federal,0,0,0,1,0,1,5570.067879450048,8834.718445238941,10729.88684890628,14127.125873468722,0,0
88,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,115.0,62.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
89,2017-08-01,apartment,-34.556864822600005,-58.4477064427,Belgrano,94.0,94.0,Capital Federal,0,1,0,0,0,0,9095.304445670312,12202.034263459684,11154.99302699121,14085.296163724164,0,1
90,2017-08-01,PH,-34.742759356510426,-58.39944779521047,Banfield,120.73913043478261,12.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,15221.158022654881,10693.746191596301,18560.634330018256,20965.95384984621,0,1
91,2017-08-01,apartment,-34.5906282762,-58.397539260900004,Recoleta,113.0,113.0,Capital Federal,0,0,0,0,0,0,3160.8234838141434,10538.127738160629,13506.987837654271,16927.47870453806,1,0
92,2017-08-01,apartment,-34.583720456751514,-58.425026210338665,Palermo,80.0,19.0,Capital Federal,0,0,0,0,0,0,5697.876798612759,9900.742379316125,11365.583194735247,14702.859067896956,1,1
93,2017-08-01,apartment,-34.583720456751514,-58.425026210338665,Palermo,37.0,33.0,Capital Federal,0,0,0,0,0,0,5697.876798612759,9900.742379316125,11365.583194735247,14702.859067896956,1,1
94,2017-08-01,apartment,-34.583720456751514,-58.425026210338665,Palermo,37.0,33.0,Capital Federal,0,0,0,0,0,0,5697.876798612759,9900.742379316125,11365.583194735247,14702.859067896956,1,1
95,2017-08-01,house,-34.80494216592,-58.17093056009001,Altos de Hudson I,320.42857142857144,213.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,28497.672327473632,31335.034865718648,39383.69912027436,42281.16996215157,0,0
96,2017-08-01,house,-34.742759356510426,-58.39944779521047,Banfield,170.0,170.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,1,0,15221.158022654881,10693.746191596301,18560.634330018256,20965.95384984621,0,1
97,2017-08-01,apartment,-34.583720456751514,-58.425026210338665,Palermo,95.0,87.0,Capital Federal,0,0,0,0,0,0,5697.876798612759,9900.742379316125,11365.583194735247,14702.859067896956,1,1
98,2017-08-01,apartment,-34.623443168,-58.455030181000005,Caballito,33.0,33.0,Capital Federal,0,0,0,0,0,0,7945.999963905191,4806.958988686,7772.360696004477,11239.503876111043,1,0
99,2017-08-01,house,-34.92016667443958,-57.957385666267484,La Plata,205.0,205.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,51278.19519337064,54636.36360612215,62699.986230799004,65550.26523760895,0,0
100,2017-08-01,apartment,-34.56409277210069,-58.45227881302654,Belgrano,38.0,35.0,Capital Federal,0,0,0,0,0,1,8962.315186979402,11346.060135079371,10317.812496795594,13309.60098115628,1,1
101,2017-08-01,apartment,-34.587425443,-58.3973722534,Recoleta,44.0,39.0,Capital Federal,0,0,1,0,0,0,3379.863872572224,10830.123529725694,13619.393745548652,17025.255752230965,1,0
102,2017-08-01,apartment,-34.563685346,-58.4426825896,Belgrano,157.0,88.72409519087753,Capital Federal,0,0,1,0,0,0,8266.793134295702,11538.65469685266,11042.047615450945,14097.24786730818,0,1
103,2017-08-01,apartment,-34.563685346,-58.4426825896,Belgrano,157.0,88.72409519087753,Capital Federal,0,0,1,0,0,0,8266.793134295702,11538.65469685266,11042.047615450945,14097.24786730818,0,1
104,2017-08-01,apartment,-34.56409277210069,-58.45227881302654,Belgrano,113.0,93.0,Capital Federal,1,1,0,0,0,0,8962.315186979402,11346.060135079371,10317.812496795594,13309.60098115628,1,1
105,2017-08-01,apartment,-34.5706388726,-58.4755963355,Villa Urquiza,46.0,39.0,Capital Federal,0,0,0,0,0,0,10505.27767765256,10539.787202538473,8235.490402504061,11106.984419966006,0,1
106,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,77.0,77.0,Capital Federal,0,0,0,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
107,2017-08-01,house,-34.742759356510426,-58.39944779521047,Banfield,230.055,70.0,Bs.As. G.B.A. Zona Sur,0,1,0,0,0,0,15221.158022654881,10693.746191596301,18560.634330018256,20965.95384984621,0,1
108,2017-08-01,apartment,-34.583720456751514,-58.425026210338665,Palermo,44.0,40.0,Capital Federal,0,0,0,0,0,1,5697.876798612759,9900.742379316125,11365.583194735247,14702.859067896956,1,1
109,2017-08-01,apartment,-34.61915804598588,-58.44271093063172,Caballito,70.0,66.0,Capital Federal,0,0,0,0,0,0,6745.746550798626,5640.929210160339,8906.651840680654,12380.829667577647,1,0
110,2017-08-01,apartment,-34.77385767352291,-58.39296755185766,Temperley,78.0,78.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,1,0,18561.383926388186,13922.861701639104,21555.771128105604,23711.479018361788,0,1
111,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,97.0,82.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
112,2017-08-01,apartment,-34.6419903279,-58.495481490699994,Villa Luro,50.0,50.0,Capital Federal,0,0,0,0,0,0,12067.333994830622,3571.1166046422613,4616.217006762186,7784.988689349503,0,0
113,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,50.0,47.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
114,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,57.0,52.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
115,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,58.0,53.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
116,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,57.0,52.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
117,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,58.0,53.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
118,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,59.0,54.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
119,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,79.0,74.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
120,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,38.0,36.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
121,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,58.0,53.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
122,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,59.0,54.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
123,2017-08-01,apartment,-34.81805440163605,-58.46778801179458,Monte Grande,81.0,71.0,Bs.As. G.B.A. Zona Sur,0,1,1,0,0,0,25005.676600215374,17004.548746917717,22746.199810621492,23776.289578443837,0,1
124,2017-08-01,apartment,-34.56409277210069,-58.45227881302654,Belgrano,170.0,109.0,Capital Federal,0,0,0,0,0,0,8962.315186979402,11346.060135079371,10317.812496795594,13309.60098115628,1,1
125,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
126,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
127,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
128,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
129,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
130,2017-08-01,apartment,-34.61147756633137,-58.431034925569826,Capital Federal,62.0,59.0,Capital Federal,0,1,1,0,0,0,5575.967030431722,6891.759243013225,10042.27907693018,13513.305753632565,1,0
131,2017-08-01,house,-34.77385767352291,-58.39296755185766,Temperley,255.40116279069767,126.0,Bs.As. G.B.A. Zona Sur,0,0,0,0,0,0,18561.383926388186,13922.861701639104,21555.771128105604,23711.479018361788,0,1
132,2017-08-01,apartment,-34.6375278046,-58.3594014332,Boca,53.0,56.39426523297491,Capital Federal,0,0,0,0,0,0,3426.520520248538,10450.319005876652,16610.286098282108,20044.93528858753,0,0
